,ts_code,trade_date,close,open,high,low,pre_close,change,pct_chg,vol,amount,look_back_0_open,look_back_0_close,look_back_0_high,look_back_0_low,look_back_1_open,look_back_1_close,look_back_1_high,look_back_1_low,look_back_2_open,look_back_2_close,look_back_2_high,look_back_2_low,look_back_3_open,look_back_3_close,look_back_3_high,look_back_3_low,look_back_4_open,look_back_4_close,look_back_4_high,look_back_4_low
2671,000001.SH,20110107,2838.801,2820.665,2868.005,2807.87,2824.197,14.604,0.5171,113129568.0,137163500.551,-0.07399628672969971,-0.05713034340506481,-0.02997148760154464,-0.08589525810369096,-0.057470712574496666,-0.0707116312476412,-0.04311196947059479,-0.07745019682606569,-0.062416295205749664,-0.05732377724998791,-0.04625712939141065,-0.07061956417722139,-0.06965890474546389,-0.044253043161558876,-0.04169748447959496,-0.08381398432995156,-0.1311922567503782,-0.0857027542291759,-0.08491320935254323,-0.13215105624131876
2670,000001.SH,20110110,2791.809,2832.622,2847.358,2786.861,2838.801,-46.992,-1.6553,90780872.0,110796771.365,-0.06281949201401799,-0.10078979356828334,-0.04910988076996164,-0.1053931565185815,-0.07394366557843006,-0.05707087041541433,-0.02990098124797303,-0.08584747094404475,-0.057411377860808216,-0.07065767569555764,-0.043046801475885174,-0.07739897883578778,-0.062358969649345584,-0.057264382843397826,-0.0461932391270387,-0.0705655712226235,-0.06960452152018629,-0.04418833873134492,-0.04163174184625625,-0.08376535164679982
2669,000001.SH,20110111,2804.047,2783.476,2810.762,2770.338,2791.809,12.238,0.4384,80553780.0,94484834.0248,-0.10851328955562918,-0.08936731087040614,-0.08311748116493357,-0.12074117677387136,-0.0627717957797325,-0.10075754407004434,-0.04905660731512436,-0.1053627797189914,-0.07390049478022886,-0.05702083557867299,-0.02983989340166364,-0.08580914274471436,-0.05736148154623857,-0.07061316812055209,-0.04299106149374496,-0.07735721369700091,-0.062311086069500046,-0.057214426729639306,-0.046138779150320997,-0.07052102617850593
2668,000001.SH,20110112,2821.305,2811.785,2828.468,2788.13,2804.047,17.258,0.6155,79246117.0,88093030.259,-0.08213882227764326,-0.07327469310357752,-0.06660518078489758,-0.10416413484198393,-0.10849750219241482,-0.08934372054958857,-0.08309134372145276,-0.12073037289502775,-0.06273736643730628,-0.10073859584709016,-0.049016588337617635,-0.10534570836319103,-0.07387060094721208,-0.05698406242821457,-0.029792042638359748,-0.0857841022898772,-0.057324847226293135,-0.07058193453515309,-0.042948570498606606,-0.07732872865230447
2667,000001.SH,20110113,2827.713,2830.534,2837.526,2810.874,2821.305,6.408,0.2271,74886265.0,87930916.312,-0.06465281979046686,-0.06728054035566673,-0.05813987324956738,-0.08296582450930132,-0.08211724122858621,-0.07324949937083947,-0.06657726881127643,-0.10415153047701031,-0.10848666394402222,-0.08932507594447307,-0.083070150884098,-0.12072452030190839,-0.06270787808889407,-0.10072459536202595,-0.04898150791917146,-0.10533358556288035,-0.07384565008396518,-0.056952229250761925,-0.029749127022438603,-0.08576400691903562
2666,000001.SH,20110114,2791.344,2817.048,2817.048,2780.438,2827.713,-36.369,-1.2862,76753880.0,90644705.328,-0.07716341843626276,-0.10111601584794018,-0.07716341843626276,-0.11127890984777505,-0.06459631881387352,-0.06722510333372804,-0.05808073520422351,-0.08291673840279316,-0.082067811533744,-0.07319647915904857,-0.06652154703720578,-0.10411102238704424,-0.10844791113408547,-0.08927856467611708,-0.0830211070189657,-0.12069072255622286,-0.06265058961236493,-0.10068269971829369,-0.048918661684474715,-0.10529355608278905
2665,000001.SH,20110117,2706.66,2772.45,2780.942,2698.781,2791.344,-84.684,-3.0338,92519113.0,104849169.131,-0.11862256244618995,-0.1799540529808808,-0.11070605511041541,-0.18729910259211083,-0.07704691546540045,-0.10100898618593059,-0.07704691546540045,-0.11117589963434729,-0.06447484552542687,-0.06710466973576823,-0.05795668498706933,-0.08280251088356703,-0.081953248261936,-0.07307840725433215,-0.06640083518106887,-0.1040051772571951,-0.10834378125397959,-0.08916685327420878,-0.0829069207777738,-0.12059143473695214
2664,000001.SH,20110118,2708.979,2696.147,2715.406,2683.367,2706.66,2.319,0.0857,60377276.0,67738468.875,-0.1896845732249796,-0.17771745128857128,-0.1717236317214501,-0.20160319996650838,-0.11852440293868177,-0.17988015046021488,-0.11060476457490505,-0.1872281050843546,-0.07693231253033199,-0.1009038603992098,-0.07693231253033199,-0.11107479492527511,-0.06435527025832384,-0.06698613458053451,-0.057834531746839675,-0.08269018432236641,-0.08184058581207426,-0.07296223474952684,-0.06628202165488112,-0.10390123648272102
2663,000001.SH,20110119,2758.097,2707.816,2759.602,2700.811,2708.979,49.118,1.8132,78493169.0,89943624.641,-0.17876621194569695,-0.13185535348178004,-0.13045122782818966,-0.1853016938084228,-0.1896530838737699,-0.17768116335092882,-0.17168494037708984,-0.20157648975608808,-0.11846437972364923,-0.17984472972347154,-0.11054156573674388,-0.18719563073652207,-0.07685561168455403,-0.10083677168448435,-0.07685561168455403,-0.11101178456027185,-0.06427352625975354,-0.06690544550811185,-0.05775017305715828,-0.08261579227277263
2662,000001.SH,20110120,2677.652,2752.799,2752.799,2676.129,2758.097,-80.445,-2.9167,86047191.0,95850318.768,-0.13668308268660118,-0.20682063272179177,-0.13668308268660118,-0.208242106482602,-0.17866742555102683,-0.1317382580084842,-0.13033358433151856,-0.1852054581803598,-0.18955854657196752,-0.17758195346709896,-0.17158339019675975,-0.2014866061012863,-0.11834205781878848,-0.17974636426901525,-0.11041615159633313,-0.18710013430277922,-0.07671705008102876,-0.10070756981041944,-0.07671705008102876,-0.11088655394396817
2661,000001.SH,20110121,2715.294,2668.677,2746.178,2667.286,2677.652,37.642,1.4058,95639038.0,102843430.98,-0.21514267953044114,-0.17161605840105745,-0.14277945014741836,-0.21644146602444497,-0.13659737582908693,-0.20676265883764203,-0.13659737582908693,-0.20818469466105533,-0.17859831965350906,-0.1316505959259725,-0.1302453668292973,-0.18513893747557653,-0.18949374711470937,-0.17751241836484882,-0.17151148321246756,-0.2014265230984388,-0.11824909876678098,-0.17967768499288236,-0.11032005857477513,-0.18703436276876695
2660,000001.SH,20110124,2695.72,2716.524,2736.109,2690.652,2715.294,-19.574,-0.7209,87920807.0,96191099.722,-0.17038004682469662,-0.1898125105585267,-0.15208621860766813,-0.1945463947251795,-0.21507265845094917,-0.17152895714927896,-0.14268103319448158,-0.21637195459850533,-0.1364965329838639,-0.2066893493752367,-0.1364965329838639,-0.20811194321616275,-0.17851395829336578,-0.13154781192724807,-0.13014203140814562,-0.18505714270287704,-0.1894136612019439,-0.17742763088890295,-0.1714243409246015,-0.2013511196963845
2659,000001.SH,20110125,2677.432,2691.693,2701.044,2661.448,2695.72,-18.288,-0.6784,69481412.0,75578247.321,-0.19348125534612912,-0.20680726299060834,-0.18474333391821263,-0.22174330577788473,-0.17027824743503944,-0.18971827709885958,-0.15197729660991366,-0.1944540043790093,-0.21498825990018042,-0.17142760508195826,-0.14256844933607193,-0.21628806192202119,-0.136381541222048,-0.20660168682611857,-0.136381541222048,-0.2080248345466531,-0.17841532580038008,-0.1314308934062951,-0.1300245655537647,-0.184961057765149
2658,000001.SH,20110126,2708.814,2677.172,2710.738,2676.769,2677.432,31.382,1.1721,60750899.0,67295416.0313,-0.20698759877143072,-0.17740850129324778,-0.17560993661503455,-0.20736432515673237,-0.19341329643653715,-0.20674454949059132,-0.1846719355706475,-0.2216864714326707,-0.17020115531142638,-0.18964883699830218,-0.151893000829718,-0.19438642836482214,-0.21492876662040242,-0.17135096537078312,-0.14248045002674017,-0.2162290802728945,-0.13629110660966623,-0.20653889240680368,-0.13629110660966623,-0.20796260030956826
2657,000001.SH,20110127,2749.15,2690.825,2753.001,2677.21,2708.814,40.336,1.4891,105569163.0,115247052.003,-0.1941886932843578,-0.13964448687010683,-0.13604311972220653,-0.2069211299809718,-0.20695666671211185,-0.1773657917981005,-0.17556651098985332,-0.2073335430976233,-0.19337695953094863,-0.2067135206569435,-0.18463211813909883,-0.22166139198699716,-0.17015557608521795,-0.18961100120724242,-0.1518401318910799,-0.1943504789287582,-0.21490099647617622,-0.1713058439615922,-0.14242383331611053,-0.21620182787132797
2656,000001.SH,20110128,2752.75,2741.314,2759.44,2733.291,2749.15,3.6,0.1309,85427992.0,98480283.9585,-0.14692058361066757,-0.13622163897089204,-0.12996281248959632,-0.1544264976404782,-0.19415554477870006,-0.13958961734647707,-0.13598681603414967,-0.20689305188525303,-0.20692860276810643,-0.17732594394581097,-0.1755259466139705,-0.20730562923626245,-0.19334348777036417,-0.2066853598854255,-0.18459516393978218,-0.22163918387302334,-0.17011285692476613,-0.1895760297374531,-0.1517901190120343,-0.1943173948506377
2655,000001.SH,20110131,2790.694,2751.527,2790.921,2748.538,2752.75,37.944,1.3784,91502814.0,106841488.912,-0.13733935385175253,-0.10068197922081698,-0.10046952424491336,-0.14013683368865265,-0.14689795591741373,-0.13619471757188342,-0.12993337929524848,-0.1544068822243554,-0.19415187344342566,-0.13956404758621602,-0.13595980039588393,-0.20689449237263086,-0.20693005752278215,-0.177315518546806,-0.175514798839146,-0.20730723529938686,-0.19333949053996952,-0.20668671702174723,-0.1845876558277407,-0.22164654228538427
2654,000001.SH,20110201,2798.96,2795.071,2805.049,2785.296,2790.694,8.266,0.2962,73350092.0,90093971.271,-0.09654899578682208,-0.09290772167803203,-0.08720658564089608,-0.10570133685481437,-0.1373192811540498,-0.1006471847233542,-0.10043464442438407,-0.14011788447397092,-0.14688172200595834,-0.13617418518206473,-0.1299103323181396,-0.15439366393828555,-0.19415461696062417,-0.13954486833754004,-0.1359391736620578,-0.20690235339445656,-0.20693793282776438,-0.17731150049288893,-0.17551005760646265,-0.20731526208100254
2653,000001.SH,20110209,2774.065,2778.701,2804.208,2764.867,2798.96,-24.895,-0.8894,87257788.0,104839248.014,-0.11182692634149612,-0.11616935048832655,-0.08793516346116712,-0.12478488485039432,-0.09649356066340845,-0.09285083255576732,-0.08714741999535952,-0.10564955635695208,-0.13728012603217155,-0.10059338604966314,-0.10038076088112778,-0.1400798468636807,-0.14684638526676613,-0.13613457281138347,-0.12986821872546972,-0.15436132679610598,-0.19413815678301377,-0.13950660191591094,-0.13589946744881762,-0.2068909835213865
2652,000001.SH,20110210,2818.163,2769.646,2819.063,2760.175,2774.065,44.098,1.5897,97919763.0,117148637.0648,-0.12029640626938115,-0.0748334803135048,-0.07399013399447657,-0.12917122069995407,-0.11181140524849251,-0.11615557584295304,-0.08791003351576902,-0.12477457522342063,-0.09647187275683611,-0.09282767960716878,-0.0871219732332106,-0.10563155083294751,-0.13727484177434915,-0.10057334702170964,-0.10036063633902156,-0.14007568860498823,-0.14684494839238768,-0.1361288278319365,-0.1298599535271605,-0.15436291230079058
2651,000001.SH,20110211,2827.328,2815.119,2835.411,2807.605,2818.163,9.165,0.3252,107758171.0,127724538.6863,-0.07766363345778582,-0.06621856905680167,-0.058641334594261144,-0.08470747111107418,-0.12029131905906025,-0.07481010114255979,-0.0739664155040237,-0.12916970426192065,-0.1118029041069011,-0.11614882257384866,-0.08789191568230385,-0.12477128979968634,-0.09645719977041882,-0.09281154038345597,-0.08710353832451644,-0.105620563233407,-0.13727658581976435,-0.10056032425916547,-0.10034752799255707,-0.14007855956819112
2650,000001.SH,20110214,2899.134,2828.571,2906.261,2828.571,2827.328,71.806,2.5397,154242970.0,179800960.2775,-0.06508049663045837,0.0010939798675795598,0.007777730473442583,-0.06508049663045837,-0.0776958766150337,-0.06624619075184006,-0.058665896638301164,-0.08474255853624262,-0.12034077507166496,-0.07484119205712066,-0.07399716574236306,-0.12922274532396313,-0.11184893253818819,-0.11619660586620571,-0.08792828897094394,-0.12482255480302733,-0.09649703167976562,-0.09284990019299666,-0.08713959327015397,-0.10566409526504864
2649,000001.SH,20110215,2899.237,2900.427,2934.467,2892.637,2899.134,0.103,0.0036,152449898.0,187333867.986,0.002306535213939897,0.00119009459659847,0.03424236598225955,-0.005001928995378823,-0.06510771436562493,0.0010934615011478524,0.007779908795090652,-0.06510771436562493,-0.07772818426854587,-0.0662738788087806,-0.05869052627939369,-0.08477770930947297,-0.12039028863187724,-0.07487234793309461,-0.07402798107964306,-0.12927584248636478,-0.11189501990076298,-0.1162444473814307,-0.08796472508855581,-0.1248738766237045
2648,000001.SH,20110216,2923.896,2893.682,2924.188,2882.549,2899.237,24.659,0.8505,127805697.0,160067647.859,-0.004042738639627147,0.024315015725448454,0.024589076236291096,-0.014491764897202348,0.002287871448161369,0.0011709810101379007,0.03423656935599084,-0.005023537385622142,-0.06515353974058728,0.0010743089806282493,0.007763450284655846,-0.06515353974058728,-0.07777909450721816,-0.06632017403845539,-0.058733766130435745,-0.08483145984445187,-0.12045838769061211,-0.07492210753802225,-0.07407740048405488,-0.1293475215885279
2647,000001.SH,20110217,2926.964,2929.255,2939.284,2905.032,2923.896,3.068,0.1049,130415498.0,169047618.0193,0.029334701919267975,0.027183587662992396,0.03875134306993851,0.006590729579783287,-0.004066252877103141,0.02430291610548368,0.024577086931687194,-0.014519485096707616,0.0022669054199629677,0.0011495654090647278,0.03422846337876491,-0.005047446416084805,-0.06520165241457528,0.001052854466944907,0.007744688296920822,-0.06520165241457528,-0.07783228924365274,-0.06636875630831172,-0.05877929470487462,-0.08488749331246713
2646,000001.SH,20110218,2899.792,2924.23,2924.23,2890.262,2926.964,-27.172,-0.9283,113775463.0,142026766.6405,0.02462508694395667,0.0016700066763715865,0.02462508694395667,-0.007281704386320904,0.029345165442386027,0.02719318537474379,0.0387655967380571,0.0065920387821965624,-0.004069233050076863,0.024311354363165706,0.024585635541581816,-0.014526672636745957,0.002266474307516585,0.0011486845735601489,0.03424089661329415,-0.00505082151392896,-0.06522923924136598,0.0010519347058310894,0.0077464619612152095,-0.06522923924136598
2645,000001.SH,20110221,2932.246,2886.54,2932.82,2884.191,2899.792,32.454,1.1192,118855883.0,146223076.327,-0.010808017577550833,0.032141749795052535,0.03268113557529752,-0.013015364612037596,0.024609142801248856,0.001644840192145402,0.024609142801248856,-0.007310467274290033,0.02933111761959514,0.02717827298102162,0.03875533363018101,0.006568849753963351,-0.004096705308371189,0.024295284176507198,0.024569675549035892,-0.014558346234271154,0.0022415474577475647,0.0011233086450446327,0.03422881567993749,-0.0050786881312905865
2644,000001.SH,20110222,2855.516,2941.318,2944.413,2851.62,2932.246,-76.73,-2.6168,153004622.0,191781551.912,0.04071507645105447,-0.03994510948212411,0.04362460391502001,-0.04360763581479326,-0.010780269403910095,0.032186729713381636,0.032726331898944326,-0.01298850204134336,0.02465110058538503,0.0016775845387308355,0.02465110058538503,-0.007281315859198934,0.02937496989279312,0.02722126151801252,0.03880296696423489,0.006603569647351546,-0.004066264509679815,0.024337116038385332,0.024611617498636624,-0.01453210271851015
2643,000001.SH,20110223,2862.634,2844.99,2868.484,2839.195,2855.516,7.118,0.2493,111083059.0,137631214.9434,-0.04983363550189904,-0.03324032616587101,-0.027738690504129845,-0.05528354638391416,0.04075808416035974,-0.03993445311292638,0.04366877858310984,-0.04359844841859218,-0.010757915545428938,0.03222631685722858,0.032766135467457616,-0.012967033864989807,0.024687665324832287,0.001704935016860778,0.024687665324832287,-0.007257558633804649,0.02941342929068704,0.02725885710247334,0.03884520776104653,0.006632895848916414
2642,000001.SH,20110224,2878.603,2861.393,2881.537,2854.564,2862.634,15.969,0.5578,109772588.0,137321708.1195,-0.03440661805239198,-0.01821497286427622,-0.015454584312159582,-0.04083153060263284,-0.04983901526451669,-0.03323905084272019,-0.027735208637579258,-0.05529111194465175,0.04078903805801779,-0.039935862606172066,0.043700899874241785,-0.043601327432023426,-0.010747623192104643,0.03225384891527591,0.032793884030788964,-0.012957627523707571,0.02471217385264158,0.0017202258510626328,0.02471217385264158,-0.007245862390816433
2641,000001.SH,20110225,2878.565,2876.777,2890.324,2848.65,2878.603,-0.038,-0.0013,100094039.0,124246938.03,-0.01992629425793695,-0.01824342014235182,-0.0071757933385680345,-0.046399560616473025,-0.034405788326259915,-0.018207654361371815,-0.015446159587811247,-0.040833275650270576,-0.049844370047704596,-0.03323775321583424,-0.027731705354440066,-0.05529865164715376,0.04082000232706266,-0.039937248716245176,0.043733031067406954,-0.04360418247145766,-0.01073731216036572,0.03228139272046961,0.032821644254220156,-0.012948202147787255
2640,000001.SH,20110228,2905.053,2880.17,2906.169,2861.817,2878.565,26.488,0.9202,118705763.0,148337062.8678,-0.016744840609125917,0.006684538213209773,0.007735343452358046,-0.034025690567986655,-0.01993962750556872,-0.018256079326718227,-0.007184019463685322,-0.04642349754277644,-0.03442492123232254,-0.018220299220008868,-0.015457698349345066,-0.04085498304069515,-0.04986968676794047,-0.03325641827373561,-0.027748165004006776,-0.05532615304111603,0.04083100057675187,-0.03995859720945017,0.0437451961100527,-0.043626999728914255
2639,000001.SH,20110301,2918.92,2906.285,2931.58,2901.552,2905.197,13.723,0.4724,136555048.0,172228926.4315,0.007831918572296672,0.01973356380915729,0.03165875800770506,0.0033736291456202194,-0.016767326806461303,0.006671425740336904,0.007722651390066706,-0.03405509056048583,-0.01996339188668827,-0.018279170146798553,-0.0072026805274679855,-0.04645785770205607,-0.03445448095070574,-0.01824337572503355,-0.015479669581389278,-0.04088711532526228,-0.04990542569310576,-0.03328551049253846,-0.02777505345766451,-0.05536407501226694
2638,000001.SH,20110302,2913.808,2905.514,2924.963,2883.566,2918.92,-5.112,-0.1751,133442258.0,165439298.1471,0.0070965893437360756,0.01491231659461753,0.025424064542963996,-0.013585781249747334,0.007823129699466434,0.019729533583586336,0.031659495844999365,0.003363057710266974,-0.016785951221292034,0.0066621728664442645,0.0077138188288247474,-0.03408062715997423,-0.019983294187561798,-0.01829839904353282,-0.007217480699776296,-0.046488353312898884,-0.03448017723887146,-0.018262590310046733,-0.015497779150885347,-0.04091538358035587
2637,000001.SH,20110303,2902.978,2918.731,2937.557,2900.761,2913.808,-10.83,-0.3717,150488884.0,177696887.629,0.019555486891035024,0.004704950412057474,0.03730297624247425,0.0026149587041990117,0.007095667133360562,0.014914517482921701,0.025430465837076203,-0.013594967960945331,0.00782249780848832,0.01973365939116354,0.03166838876486072,0.0033606436121450286,-0.016796416693415545,0.006661077066908956,0.00771314325814482,-0.03409800343871315,-0.01999503729096336,-0.018309468877047805,-0.007224122691794489,-0.04651068761434282
2636,000001.SH,20110304,2942.306,2902.19,2944.459,2898.084,2902.978,39.328,1.3547,118277241.0,144491216.9643,0.003930342272648436,0.04176323605484197,0.0437937032079244,5.8025444707088104e-05,0.019529950809174256,0.00467349513685147,0.037284514034410056,0.0025826703907370317,0.007065164760733339,0.01488713158268738,0.02540727143063774,-0.013633717299581651,0.007792285139287059,0.019708194326095906,0.03164768069768243,0.0033286525171135756,-0.016836442079826916,0.006630401473426521,0.007682887001917085,-0.03414492496906315
2635,000001.SH,20110307,2996.211,2952.722,3000.429,2952.722,2942.306,53.905,1.8321,160105884.0,207910763.343,0.051533024607402826,0.09256317490612252,0.09654269096673587,0.051533024607402826,0.0038580825555062574,0.041705940850326896,0.043737211139207664,-1.576593782662701e-05,0.01946386139822823,0.004601529368157545,0.03722544730555392,0.002509877612259124,0.006994144998720597,0.014819205740001819,0.025343506749043895,-0.013712924346546522,0.007721552984195134,0.01964217541801374,0.03158638436238566,0.0032561548061769987
2634,000001.SH,20110308,2999.942,2996.727,3001.624,2976.6,2996.211,3.731,0.1245,126681154.0,168656782.308,0.09301022238797255,0.09604464566327095,0.09763217286359786,0.07401369446824377,0.0514768487551579,0.09252320453103502,0.09650429236158214,0.0514768487551579,0.0037830767653064686,0.04164588364302502,0.043677956212765774,-9.230176295958023e-05,0.019395019345931384,0.00452681721349778,0.03716362045969929,0.002434339328167593,0.006920377843717554,0.014748529210847697,0.02527698695142398,-0.013794870071133855
2633,000001.SH,20110309,3002.154,3002.546,3012.044,2989.342,2999.942,2.212,0.0737,124790735.0,165317764.1701,0.09846314580380892,0.09809301729068536,0.10743120860393447,0.08599585782603943,0.09296881463578092,0.09600443496663003,0.09759258843365563,0.07396479273873674,0.05141905642147056,0.09248160465422002,0.09646426299186289,0.05141905642147056,0.0037064696225714783,0.04158421307275412,0.043617087278762574,-0.00017043771132169085,0.01932457098884622,0.0044505034703814375,0.03710018167269113,0.0023572001193728964
2632,000001.SH,20110310,2957.143,2995.768,2995.768,2954.367,3002.154,-45.011,-1.4993,123799889.0,166466133.706,0.09205564114414803,0.0555712373871718,0.09205564114414803,0.05294908321683238,0.0984580046047248,0.09808772923196808,0.10742962575381897,0.0859857698550263,0.09296149339535668,0.09599831819998281,0.09758710181472006,0.07394993108036228,0.05139524906329904,0.09247409009856439,0.09645832867583136,0.05139524906329904,0.0036637308588322688,0.04155650344433022,0.04359018425439526,-0.0002147147547898032
2631,000001.SH,20110311,2933.796,2942.419,2966.98,2927.683,2957.143,-23.347,-0.7895,115994480.0,152652657.6037,0.0416531581790846,0.03350480893905321,0.0648622044140853,0.02772829741124267,0.09206557654930766,0.05556667948376079,0.09206557654930766,0.05294348367136073,0.09847048332756707,0.09810006086414472,0.10744566842345227,0.08599329402391732,0.09297178864732329,0.0960098198205463,0.09759923457431308,0.07395267405215797,0.05138903226235558,0.09248419173118543,0.096470013034033,0.05138903226235558
2630,000001.SH,20110314,2937.627,2923.982,2939.652,2914.458,2933.796,3.831,0.1306,116910618.0,152525993.3518,0.024211157644008333,0.03711018890783894,0.039024482664472,0.01520783234120721,0.041640211466745146,0.03348862871936427,0.0648584677416404,0.02770982489995831,0.09207263498408495,0.05555925407052998,0.09207263498408495,0.05293501729600512,0.09848008341986665,0.09810951396179268,0.10745883013616302,0.0859979427963697,0.09297920669401617,0.09601844344837435,0.09760848892919226,0.07395254474845968
2629,000001.SH,20110315,2896.256,2927.984,2927.984,2850.945,2937.627,-41.371,-1.4083,154951951.0,187646016.838,0.02800707068824511,-0.0019982766894861524,0.02800707068824511,-0.04484914327522648,0.024222356864314232,0.03712650981972086,0.03904156366616276,0.015215456699617165,0.041658331070164804,0.033503511653933796,0.06488580638989692,0.02772241330168765,0.09211077929427558,0.05558290037140406,0.09211077929427558,0.052957621616973365,0.09852077187263715,0.0981500552761903,0.10750308369165165,0.08603367508823363
2628,000001.SH,20110316,2930.804,2894.252,2934.018,2894.252,2896.256,34.548,1.1929,130777237.0,165811913.7722,-0.003919329453351879,0.030661803366820752,0.033702505951741756,-0.003919329453351879,0.02799385648148227,-0.0020233842199413286,0.02799385648148227,-0.044891235752410844,0.0242076424973958,0.03711691031670126,0.03903272323968365,0.0151971722364164,0.04165052786086475,0.03349247609055535,0.06488720993561474,0.027709086264288425,0.09212297409700472,0.05558061649197181,0.09212297409700472,0.05295429714668856
2627,000001.SH,20110317,2897.298,2906.955,2935.625,2885.651,2930.804,-33.506,-1.1432,137797827.0,170585811.6166,0.008102763006792286,-0.0010371578733358866,0.03523764253804125,-0.012060525222497174,-0.003920061363122398,0.030674780514317896,0.033716688530133467,-0.003920061363122398,0.028005775970260473,-0.002023364516920089,0.028005775970260473,-0.04490821022464281,0.02421806101092818,0.03713244647321945,0.039049018885175556,0.015204018713906508,0.04166786128709257,0.03350657540645217,0.06491375511921703,0.02772089286112535
2626,000001.SH,20110318,2906.886,2920.806,2930.606,2900.872,2897.298,9.588,0.3309,100637335.0,127487190.0989,0.021214158998259694,0.008034279886181949,0.030493096878889264,0.002340041884742526,0.00809961118350471,-0.001043929950499322,0.03524523863632568,-0.012071663572508504,-0.003927975336662127,0.030680569297293687,0.03372368218998168,-0.003927975336662127,0.028010507580622627,-0.002030527223113103,0.028010507580622627,-0.04493235929548002,0.024221292335900337,0.03714079308908278,0.03905812464094762,0.015203679644562243
2625,000001.SH,20110321,2909.137,2913.913,2927.073,2895.154,2906.886,2.251,0.0774,96760275.0,122405131.566,0.014685430694767942,0.010161579056057267,0.027150650034264142,-0.003083190094716248,0.02121451556613182,0.00802942033772833,0.030497125712565434,0.0023329287641924257,0.00809477749080012,-0.001052382323904897,0.03525114819470292,-0.012084480321405886,-0.003937569110234959,0.03068467232572794,0.03372898957171126,-0.003937569110234959,0.028013553895835715,-0.002039370055801108,0.028013553895835715,-0.04495818111141772
2624,000001.SH,20110322,2919.142,2917.687,2923.392,2884.751,2909.137,10.005,0.3439,95117457.0,120190606.777,0.018251883496951646,0.01963061179171147,0.02365782502382799,-0.012957597682575055,0.014675718146832285,0.010150078053517494,0.02714586547263295,-0.0030999272699380365,0.021207384219533294,0.008017076409871586,0.03049366414300215,0.0023183327915305865,0.00808245940116944,-0.0010683166417834657,0.03524956607523554,-0.012104776056950725,-0.003954644054730808,0.030681284900639448,0.03372680568370351,-0.003954644054730808
2623,000001.SH,20110323,2948.477,2919.016,2950.422,2911.626,2919.142,29.335,1.0049,112603475.0,138318531.071,0.019481461888428534,0.04740911126890942,0.04925288025316115,0.012476087701477932,0.01822163207862356,0.019600903992292407,0.023629705114693027,-0.013000154690173038,0.014644056681931918,0.010116632173559044,0.027119120863294637,-0.003138597495741791,0.021178298125863113,0.00798278950849443,0.030468239537516477,0.00228179893199612,0.008048198279658072,-0.0011061858236415482,0.03522601667477008,-0.012146996805429721
2622,000001.SH,20110324,2946.706,2949.85,2958.663,2942.134,2948.477,-1.771,-0.0601,108955979.0,137266005.8041,0.0486937659148485,0.04571222665109566,0.05705136945538795,0.04137647680571419,0.019453059280446057,0.047391713303801083,0.0492362088088902,0.012444924687845957,0.01819273304586325,0.019572548449413023,0.023602937085211526,-0.013041356391468114,0.014613747937274286,0.010084539437374754,0.027093727807181986,-0.0031759133377714066,0.02115056414117057,0.007949855950508107,0.030444166171953176,0.0022466189491686475
2621,000001.SH,20110325,2977.814,2948.543,2985.083,2946.697,2946.706,31.108,1.0557,136396367.0,171136870.3511,0.04741362773340921,0.07518298998070018,0.08207908147656866,0.045662329769263814,0.04865357705038518,0.04567086805836313,0.05701445947617796,0.04133341719591843,0.01940139859618228,0.047351013613347426,0.04919623275758527,0.012390514546867988,0.01814057790585209,0.019520934643572248,0.02355290449601964,-0.013105765402431722,0.014560188676878909,0.010029203261517,0.02704506473763353,-0.003236451902429504
2620,000001.SH,20110328,2984.005,2985.356,3005.783,2979.196,2977.814,6.191,0.2079,156016878.0,196335110.544,0.08230647538882802,0.08102428134489294,0.10169313544468232,0.07646020202788072,0.047368348564713954,0.0751485868030708,0.08204737918305864,0.045616364697131456,0.048608783513213384,0.04562490633028869,0.056972940514841065,0.04128575668641688,0.01934514831655122,0.047305709921560704,0.04915165175387286,0.012331518424116544,0.018083833820333753,0.019464731180752173,0.023498280171665283,-0.013174747253716364
2619,000001.SH,20110329,2958.077,2979.865,2994.174,2953.54,2984.005,-25.928,-0.8689,168543246.0,199600754.521,0.07708099865240084,0.056394533879633994,0.09066657899174042,0.05208691084520906,0.08229439033898402,0.08101169280327579,0.10168866314572673,0.07644582126425238,0.047342544016242896,0.07513369099456423,0.08203519239135375,0.04558987217988672,0.048583466058559885,0.045598417167171244,0.05695090749615856,0.041257563626640015,0.019308339621828544,0.04727988077615625,0.04912654747264219,0.012291955618214286
2618,000001.SH,20110330,2955.771,2955.453,2968.182,2935.747,2958.077,-2.306,-0.078,126493548.0,152547180.1763,0.053881719779008005,0.05418376115783081,0.06597192327282198,0.03516465244857333,0.07706861958975422,0.056374036062123045,0.0906595318211148,0.05206472242778901,0.08228405736055623,0.0810008564083884,0.10168594177945305,0.07643319291543887,0.047318493591384944,0.07512054767791417,0.08202475768628387,0.045565133889163174,0.048559902654658774,0.04557368223007326,0.05693062803693431,0.041231125047755744
